Angle [deg],DRValue [um]
313.6,0.595
313.625,0.551
313.65,0.513
313.675,0.462
313.7,0.416
313.725,0.382
313.75,0.346
313.775,0.302
313.8,0.267
313.825,0.243
313.85,0.211
313.875,0.187
313.9,0.163
313.925,0.142
313.95,0.128
313.975,0.116
314,0.096
314.025,0.089
314.05,0.073
314.075,0.069
314.1,0.069
314.125,0.063
314.15,0.07
314.175,0.074
314.2,0.084
314.225,0.096
314.25,0.112
314.275,0.131
314.3,0.149
314.325,0.165
314.35,0.177
314.375,0.193
314.4,0.202
314.425,0.21
314.45,0.198
314.475,0.204
314.5,0.207
314.525,0.215
314.55,0.221
314.575,0.243
314.6,0.269
314.625,0.3
314.65,0.344
314.675,0.39
314.7,0.442
314.725,0.496
314.75,0.543
314.775,0.597
314.8,0.635
314.825,0.665
314.85,0.696
314.875,0.72
314.9,0.738
314.925,0.748
314.95,0.752
314.975,0.763
315,0.771
315.025,0.787
315.05,0.803
315.075,0.825
315.1,0.862
315.125,0.9
315.15,0.948
315.175,1.012
315.2,1.076
315.225,1.143
315.25,1.217
315.275,1.295
315.3,1.371
315.325,1.438
315.35,1.498
315.375,1.546
315.4,1.584
315.425,1.606
315.45,1.607
315.475,1.595
315.5,1.567
315.525,1.513
315.55,1.457
315.575,1.382
315.6,1.3
315.625,1.216
315.65,1.146
315.675,1.065
315.7,1.001
315.725,0.953
315.75,0.907
315.775,0.871
315.8,0.844
315.825,0.824
315.85,0.806
315.875,0.794
315.9,0.782
315.925,0.757
315.95,0.733
315.975,0.705
316,0.677
316.025,0.645
316.05,0.616
316.075,0.582
316.1,0.56
316.125,0.546
316.15,0.539
316.175,0.533
316.2,0.527
316.225,0.529
316.25,0.533
316.275,0.534
316.3,0.528
316.325,0.508
316.35,0.484
316.375,0.436
316.4,0.395
316.425,0.339
316.45,0.269
316.475,0.187
316.5,0.108
316.525,0.038
316.55,-0.028
316.575,-0.092
316.6,-0.152
316.625,-0.191
316.65,-0.217
316.675,-0.229
316.7,-0.225
316.725,-0.209
316.75,-0.18
316.775,-0.15
316.8,-0.116
316.825,-0.076
316.85,-0.043
316.875,-0.007
316.9,0.029
316.925,0.041
316.95,0.067
316.975,0.076
317,0.092
317.025,0.096
317.05,0.094
317.075,0.102
317.1,0.099
317.125,0.097
317.15,0.095
317.175,0.095
317.2,0.098
317.225,0.104
317.25,0.11
317.275,0.114
317.3,0.118
317.325,0.127
317.35,0.137
317.375,0.145
317.4,0.155
317.425,0.161
317.45,0.168
317.475,0.174
317.5,0.182
317.525,0.186
317.55,0.197
317.575,0.215
317.6,0.239
317.625,0.269
317.65,0.309
317.675,0.364
317.7,0.428
317.725,0.484
317.75,0.546
317.775,0.618
317.8,0.687
317.825,0.737
317.85,0.777
317.875,0.805
317.9,0.822
317.925,0.82
317.95,0.806
317.975,0.782
318,0.758
318.025,0.733
318.05,0.705
318.075,0.685
318.1,0.671
318.125,0.653
318.15,0.644
318.175,0.638
318.2,0.63
318.225,0.622
318.25,0.607
318.275,0.583
318.3,0.547
318.325,0.499
318.35,0.455
318.375,0.394
318.4,0.328
318.425,0.264
318.45,0.198
318.475,0.134
318.5,0.065
318.525,0.015
318.55,-0.035
318.575,-0.079
318.6,-0.124
318.625,-0.154
318.65,-0.186
318.675,-0.212
318.7,-0.232
318.725,-0.241
318.75,-0.255
318.775,-0.253
318.8,-0.263
318.825,-0.263
318.85,-0.264
318.875,-0.266
318.9,-0.276
318.925,-0.294
318.95,-0.327
318.975,-0.359
319,-0.405
319.025,-0.447
319.05,-0.495
319.075,-0.546
319.1,-0.586
319.125,-0.628
319.15,-0.654
319.175,-0.67
319.2,-0.675
319.225,-0.679
319.25,-0.673
319.275,-0.657
319.3,-0.642
319.325,-0.628
319.35,-0.614
319.375,-0.596
319.4,-0.584
319.425,-0.569
319.45,-0.555
319.475,-0.531
319.5,-0.513
319.525,-0.481
319.55,-0.448
319.575,-0.406
319.6,-0.358
319.625,-0.314
319.65,-0.259
319.675,-0.205
319.7,-0.157
319.725,-0.121
319.75,-0.087
319.775,-0.062
319.8,-0.044
319.825,-0.038
319.85,-0.042
319.875,-0.058
319.9,-0.071
319.925,-0.087
319.95,-0.097
319.975,-0.113
320,-0.112
320.025,-0.102
320.05,-0.088
320.075,-0.052
320.1,-0.004
320.125,0.047
320.15,0.117
320.175,0.197
320.2,0.301
320.225,0.404
320.25,0.504
320.275,0.614
320.3,0.712
320.325,0.812
320.35,0.889
320.375,0.959
320.4,1.003
320.425,1.029
320.45,1.039
320.475,1.038
320.5,1.018
320.525,0.998
320.55,0.966
320.575,0.929
320.6,0.899
320.625,0.871
320.65,0.855
320.675,0.849
320.7,0.85
320.725,0.86
320.75,0.878
320.775,0.902
320.8,0.922
320.825,0.945
320.85,0.963
320.875,0.973
320.9,0.975
320.925,0.976
320.95,0.96
320.975,0.94
321,0.908
321.025,0.88
321.05,0.841
321.075,0.803
321.1,0.769
321.125,0.727
321.15,0.7
321.175,0.662
321.2,0.63
321.225,0.596
321.25,0.568
321.275,0.539
321.3,0.507
321.325,0.479
321.35,0.451
321.375,0.417
321.4,0.382
321.425,0.348
321.45,0.308
321.475,0.27
321.5,0.227
321.525,0.179
321.55,0.135
321.575,0.093
321.6,0.045
321.625,0.014
321.65,-0.014
321.675,-0.038
321.7,-0.046
321.725,-0.042
321.75,-0.033
321.775,-0.015
321.8,0.015
321.825,0.047
321.85,0.08
321.875,0.116
321.9,0.142
321.925,0.166
321.95,0.188
321.975,0.203
322,0.217
322.025,0.223
322.05,0.245
322.075,0.26
322.1,0.296
322.125,0.33
322.15,0.37
322.175,0.424
322.2,0.491
322.225,0.555
322.25,0.617
322.275,0.689
322.3,0.739
322.325,0.794
322.35,0.836
322.375,0.868
322.4,0.886
322.425,0.895
322.45,0.903
322.475,0.903
322.5,0.907
322.525,0.913
322.55,0.908
322.575,0.922
322.6,0.934
322.625,0.956
322.65,0.975
322.675,0.999
322.7,1.029
322.725,1.057
322.75,1.079
322.775,1.102
322.8,1.12
322.825,1.13
322.85,1.14
322.875,1.132
322.9,1.113
322.925,1.093
322.95,1.061
322.975,1.021
323,0.982
323.025,0.93
323.05,0.882
323.075,0.828
323.1,0.786
323.125,0.743
323.15,0.709
323.175,0.681
323.2,0.657
323.225,0.648
323.25,0.64
323.275,0.632
323.3,0.622
323.325,0.62
323.35,0.619
323.375,0.611
323.4,0.603
323.425,0.591
323.45,0.575
323.475,0.558
323.5,0.55
323.525,0.532
323.55,0.518
323.575,0.505
323.6,0.497
323.625,0.483
323.65,0.467
323.675,0.455
323.7,0.428
323.725,0.4
323.75,0.364
323.775,0.316
323.8,0.259
323.825,0.195
323.85,0.125
323.875,0.045
323.9,-0.039
323.925,-0.128
323.95,-0.204
323.975,-0.282
324,-0.352
324.025,-0.41
324.05,-0.465
324.075,-0.517
324.1,-0.565
324.125,-0.597
324.15,-0.624
324.175,-0.65
324.2,-0.67
324.225,-0.686
324.25,-0.696
324.275,-0.695
324.3,-0.687
324.325,-0.683
324.35,-0.661
324.375,-0.632
324.4,-0.6
324.425,-0.564
324.45,-0.528
324.475,-0.49
324.5,-0.439
324.525,-0.403
324.55,-0.373
324.575,-0.347
324.6,-0.319
324.625,-0.302
324.65,-0.288
324.675,-0.28
324.7,-0.282
324.725,-0.273
324.75,-0.265
324.775,-0.255
324.8,-0.237
324.825,-0.217
324.85,-0.186
324.875,-0.148
324.9,-0.1
324.925,-0.062
324.95,-0.015
324.975,0.033
325,0.079
325.025,0.125
325.05,0.163
325.075,0.202
325.1,0.234
325.125,0.266
325.15,0.302
325.175,0.338
325.2,0.371
325.225,0.411
325.25,0.451
325.275,0.497
325.3,0.556
325.325,0.602
325.35,0.656
325.375,0.708
325.4,0.762
325.425,0.805
325.45,0.839
325.475,0.863
325.5,0.873
325.525,0.868
325.55,0.858
325.575,0.834
325.6,0.788
325.625,0.746
325.65,0.697
325.675,0.641
325.7,0.585
325.725,0.543
325.75,0.496
325.775,0.458
325.8,0.426
325.825,0.394
325.85,0.372
325.875,0.353
325.9,0.327
325.925,0.301
325.95,0.277
325.975,0.241
326,0.206
326.025,0.166
326.05,0.124
326.075,0.074
326.1,0.029
326.125,-0.009
326.15,-0.053
326.175,-0.083
326.2,-0.111
326.225,-0.13
326.25,-0.146
326.275,-0.156
326.3,-0.164
326.325,-0.165
326.35,-0.165
326.375,-0.167
326.4,-0.165
326.425,-0.177
326.45,-0.18
326.475,-0.192
326.5,-0.202
326.525,-0.216
326.55,-0.231
326.575,-0.249
326.6,-0.271
326.625,-0.287
326.65,-0.305
326.675,-0.322
326.7,-0.348
326.725,-0.37
326.75,-0.384
326.775,-0.398
326.8,-0.409
326.825,-0.415
326.85,-0.409
326.875,-0.393
326.9,-0.368
326.925,-0.34
326.95,-0.302
326.975,-0.26
327,-0.196
327.025,-0.133
327.05,-0.071
327.075,0.001
327.1,0.063
327.125,0.13
327.15,0.188
327.175,0.246
327.2,0.292
327.225,0.338
327.25,0.385
327.275,0.431
327.3,0.467
327.325,0.505
327.35,0.533
327.375,0.566
327.4,0.598
327.425,0.62
327.45,0.64
327.475,0.667
327.5,0.685
327.525,0.713
327.55,0.735
327.575,0.771
327.6,0.816
327.625,0.858
327.65,0.914
327.675,0.98
327.7,1.053
327.725,1.115
327.75,1.177
327.775,1.243
327.8,1.305
327.825,1.352
327.85,1.382
327.875,1.4
327.9,1.4
327.925,1.383
327.95,1.355
327.975,1.313
328,1.263
328.025,1.219
328.05,1.17
328.075,1.122
328.1,1.076
328.125,1.052
328.15,1.028
328.175,1.017
328.2,1.011
328.225,1.015
328.25,1.019
328.275,1.026
328.3,1.034
328.325,1.03
328.35,1.024
328.375,1.006
328.4,0.983
328.425,0.945
328.45,0.907
328.475,0.859
328.5,0.806
328.525,0.76
328.55,0.7
328.575,0.65
328.6,0.582
328.625,0.533
328.65,0.473
328.675,0.415
328.7,0.359
328.725,0.302
328.75,0.258
328.775,0.202
328.8,0.16
328.825,0.124
328.85,0.093
328.875,0.065
328.9,0.041
328.925,0.025
328.95,0.013
328.975,0.006
329,0.006
329.025,0
329.05,0.008
329.075,0.019
329.1,0.027
329.125,0.039
329.15,0.053
329.175,0.081
329.2,0.102
329.225,0.132
329.25,0.164
329.275,0.196
329.3,0.233
329.325,0.263
329.35,0.287
329.375,0.311
329.4,0.321
329.425,0.33
329.45,0.322
329.475,0.31
329.5,0.288
329.525,0.257
329.55,0.237
329.575,0.201
329.6,0.183
329.625,0.163
329.65,0.16
329.675,0.162
329.7,0.172
329.725,0.184
329.75,0.202
329.775,0.235
329.8,0.269
329.825,0.297
329.85,0.329
329.875,0.362
329.9,0.39
329.925,0.416
329.95,0.442
329.975,0.464
330,0.481
330.025,0.509
330.05,0.531
330.075,0.559
330.1,0.594
330.125,0.624
330.15,0.66
330.175,0.704
330.2,0.736
330.225,0.771
330.25,0.801
330.275,0.823
330.3,0.833
330.325,0.838
330.35,0.822
330.375,0.802
330.4,0.774
330.425,0.738
330.45,0.707
330.475,0.673
330.5,0.639
330.525,0.623
330.55,0.601
330.575,0.6
330.6,0.606
330.625,0.616
330.65,0.628
330.675,0.653
330.7,0.665
330.725,0.677
330.75,0.673
330.775,0.667
330.8,0.642
330.825,0.618
330.85,0.572
330.875,0.524
330.9,0.463
330.925,0.407
330.95,0.349
330.975,0.277
331,0.213
331.025,0.156
331.05,0.092
331.075,0.042
331.1,-0.012
331.125,-0.058
331.15,-0.103
331.175,-0.141
331.2,-0.179
331.225,-0.211
331.25,-0.246
331.275,-0.276
331.3,-0.312
331.325,-0.344
331.35,-0.374
331.375,-0.403
331.4,-0.433
331.425,-0.469
331.45,-0.495
331.475,-0.52
331.5,-0.538
331.525,-0.56
331.55,-0.568
331.575,-0.568
331.6,-0.565
331.625,-0.565
331.65,-0.551
331.675,-0.551
331.7,-0.542
331.725,-0.536
331.75,-0.532
331.775,-0.528
331.8,-0.524
331.825,-0.523
331.85,-0.529
331.875,-0.527
331.9,-0.531
331.925,-0.531
331.95,-0.53
331.975,-0.526
332,-0.51
332.025,-0.494
332.05,-0.479
332.075,-0.449
332.1,-0.413
332.125,-0.385
332.15,-0.343
332.175,-0.292
332.2,-0.246
332.225,-0.206
332.25,-0.162
332.275,-0.121
332.3,-0.089
332.325,-0.067
332.35,-0.055
332.375,-0.049
332.4,-0.046
332.425,-0.042
332.45,-0.048
332.475,-0.036
332.5,-0.019
332.525,-0.001
332.55,0.035
332.575,0.087
332.6,0.151
332.625,0.218
332.65,0.292
332.675,0.384
332.7,0.468
332.725,0.554
332.75,0.619
332.775,0.681
332.8,0.731
332.825,0.761
332.85,0.79
332.875,0.796
332.9,0.796
332.925,0.784
332.95,0.768
332.975,0.749
333,0.729
333.025,0.717
333.05,0.703
333.075,0.694
333.1,0.696
333.125,0.706
333.15,0.724
333.175,0.744
333.2,0.769
333.225,0.791
333.25,0.807
333.275,0.821
333.3,0.827
333.325,0.828
333.35,0.818
333.375,0.798
333.4,0.762
333.425,0.725
333.45,0.679
333.475,0.615
333.5,0.557
333.525,0.487
333.55,0.422
333.575,0.358
333.6,0.3
333.625,0.246
333.65,0.197
333.675,0.149
333.7,0.113
333.725,0.091
333.75,0.065
333.775,0.05
333.8,0.04
333.825,0.036
333.85,0.03
333.875,0.031
333.9,0.031
333.925,0.039
333.95,0.031
333.975,0.033
334,0.03
334.025,0.028
334.05,0.022
334.075,0.016
334.1,0.006
334.125,0.001
334.15,-0.003
334.175,-0.003
334.2,0.001
334.225,0.006
334.25,0.014
334.275,0.032
334.3,0.052
334.325,0.08
334.35,0.101
334.375,0.137
334.4,0.173
334.425,0.205
334.45,0.244
334.475,0.282
334.5,0.322
334.525,0.348
334.55,0.38
334.575,0.407
334.6,0.427
334.625,0.447
334.65,0.457
334.675,0.465
334.7,0.472
334.725,0.474
334.75,0.482
334.775,0.484
334.8,0.493
334.825,0.507
334.85,0.531
334.875,0.563
334.9,0.607
334.925,0.648
334.95,0.718
334.975,0.786
335,0.872
335.025,0.951
335.05,1.031
335.075,1.111
335.1,1.185
335.125,1.245
335.15,1.288
335.175,1.322
335.2,1.33
335.225,1.322
335.25,1.302
335.275,1.271
335.3,1.209
335.325,1.155
335.35,1.093
335.375,1.028
335.4,0.954
335.425,0.89
335.45,0.834
335.475,0.778
335.5,0.751
335.525,0.727
335.55,0.721
335.575,0.735
335.6,0.754
335.625,0.782
335.65,0.822
335.675,0.874
335.7,0.92
335.725,0.963
335.75,0.997
335.775,1.023
335.8,1.037
335.825,1.043
335.85,1.028
335.875,1.004
335.9,0.964
335.925,0.908
335.95,0.849
335.975,0.785
336,0.719
336.025,0.657
336.05,0.601
336.075,0.54
336.1,0.488
336.125,0.44
336.15,0.402
336.175,0.351
336.2,0.309
336.225,0.267
336.25,0.219
336.275,0.167
336.3,0.112
336.325,0.046
336.35,-0.008
336.375,-0.074
336.4,-0.138
336.425,-0.193
336.45,-0.245
336.475,-0.301
336.5,-0.345
336.525,-0.37
336.55,-0.396
336.575,-0.412
336.6,-0.414
336.625,-0.414
336.65,-0.399
336.675,-0.385
336.7,-0.361
336.725,-0.337
336.75,-0.305
336.775,-0.276
336.8,-0.254
336.825,-0.23
336.85,-0.21
336.875,-0.199
336.9,-0.181
336.925,-0.171
336.95,-0.157
336.975,-0.151
337,-0.14
337.025,-0.132
337.05,-0.114
337.075,-0.102
337.1,-0.081
337.125,-0.059
337.15,-0.039
337.175,-0.015
337.2,0.013
337.225,0.036
337.25,0.054
337.275,0.07
337.3,0.088
337.325,0.098
337.35,0.117
337.375,0.121
337.4,0.135
337.425,0.143
337.45,0.164
337.475,0.184
337.5,0.216
337.525,0.25
337.55,0.286
337.575,0.331
337.6,0.377
337.625,0.423
337.65,0.469
337.675,0.516
337.7,0.56
337.725,0.592
337.75,0.622
337.775,0.65
337.8,0.671
337.825,0.695
337.85,0.705
337.875,0.717
337.9,0.733
337.925,0.738
337.95,0.746
337.975,0.754
338,0.754
338.025,0.747
338.05,0.743
338.075,0.727
338.1,0.707
338.125,0.687
338.15,0.654
338.175,0.61
338.2,0.57
338.225,0.52
338.25,0.476
338.275,0.431
338.3,0.383
338.325,0.345
338.35,0.311
338.375,0.282
338.4,0.258
338.425,0.238
338.45,0.22
338.475,0.206
338.5,0.189
338.525,0.175
338.55,0.161
338.575,0.143
338.6,0.119
338.625,0.108
338.65,0.09
338.675,0.07
338.7,0.052
338.725,0.025
338.75,-0.003
338.775,-0.023
338.8,-0.061
338.825,-0.091
338.85,-0.136
338.875,-0.18
338.9,-0.244
338.925,-0.292
338.95,-0.347
338.975,-0.411
339,-0.471
339.025,-0.519
339.05,-0.573
339.075,-0.634
339.1,-0.676
339.125,-0.726
339.15,-0.758
339.175,-0.802
339.2,-0.831
339.225,-0.853
339.25,-0.881
339.275,-0.897
339.3,-0.908
339.325,-0.898
339.35,-0.886
339.375,-0.864
339.4,-0.828
339.425,-0.781
339.45,-0.735
339.475,-0.669
339.5,-0.605
339.525,-0.539
339.55,-0.486
339.575,-0.428
339.6,-0.386
339.625,-0.34
339.65,-0.301
339.675,-0.261
339.7,-0.223
339.725,-0.189
339.75,-0.155
339.775,-0.118
339.8,-0.068
339.825,-0.024
339.85,0.02
339.875,0.07
339.9,0.127
339.925,0.185
339.95,0.231
339.975,0.289
340,0.342
340.025,0.39
340.05,0.446
340.075,0.504
340.1,0.566
340.125,0.623
340.15,0.677
340.175,0.733
340.2,0.795
340.225,0.845
340.25,0.886
340.275,0.926
340.3,0.96
340.325,0.982
340.35,0.993
340.375,1.003
340.4,1.003
340.425,0.993
340.45,0.989
340.475,0.98
340.5,0.966
340.525,0.964
340.55,0.962
340.575,0.964
340.6,0.967
340.625,0.983
340.65,0.999
340.675,1.005
340.7,1.014
340.725,1.006
340.75,1.006
340.775,0.972
340.8,0.926
340.825,0.881
340.85,0.815
340.875,0.745
340.9,0.669
340.925,0.605
340.95,0.54
340.975,0.48
341,0.428
341.025,0.388
341.05,0.359
341.075,0.337
341.1,0.323
341.125,0.315
341.15,0.313
341.175,0.308
341.2,0.306
341.225,0.304
341.25,0.298
341.275,0.29
341.3,0.273
341.325,0.263
341.35,0.243
341.375,0.221
341.4,0.19
341.425,0.158
341.45,0.134
341.475,0.096
341.5,0.064
341.525,0.029
341.55,0.001
341.575,-0.021
341.6,-0.045
341.625,-0.049
341.65,-0.054
341.675,-0.05
341.7,-0.044
341.725,-0.028
341.75,-0.005
341.775,0.021
341.8,0.059
341.825,0.087
341.85,0.123
341.875,0.17
341.9,0.218
341.925,0.258
341.95,0.298
341.975,0.336
342,0.367
342.025,0.397
342.05,0.425
342.075,0.451
342.1,0.474
342.125,0.49
342.15,0.5
342.175,0.516
342.2,0.53
342.225,0.541
342.25,0.563
342.275,0.591
342.3,0.623
342.325,0.651
342.35,0.698
342.375,0.75
342.4,0.802
342.425,0.85
342.45,0.907
342.475,0.953
342.5,1.005
342.525,1.037
342.55,1.061
342.575,1.074
342.6,1.074
342.625,1.06
342.65,1.032
342.675,0.996
342.7,0.943
342.725,0.887
342.75,0.839
342.775,0.793
342.8,0.755
342.825,0.722
342.85,0.702
342.875,0.692
342.9,0.702
342.925,0.721
342.95,0.749
342.975,0.787
343,0.831
343.025,0.873
343.05,0.916
343.075,0.958
343.1,0.98
343.125,0.99
343.15,0.99
343.175,0.963
343.2,0.929
343.225,0.883
343.25,0.829
343.275,0.762
343.3,0.694
343.325,0.634
343.35,0.568
343.375,0.506
343.4,0.455
343.425,0.417
343.45,0.383
343.475,0.359
343.5,0.335
343.525,0.314
343.55,0.294
343.575,0.26
343.6,0.216
343.625,0.168
343.65,0.109
343.675,0.039
343.7,-0.047
343.725,-0.115
343.75,-0.196
343.775,-0.28
343.8,-0.362
343.825,-0.43
343.85,-0.478
343.875,-0.523
343.9,-0.559
343.925,-0.579
343.95,-0.585
343.975,-0.587
344,-0.588
344.025,-0.584
344.05,-0.578
344.075,-0.574
344.1,-0.573
344.125,-0.569
344.15,-0.577
344.175,-0.579
344.2,-0.575
344.225,-0.574
344.25,-0.568
344.275,-0.56
344.3,-0.55
344.325,-0.536
344.35,-0.515
344.375,-0.497
344.4,-0.479
344.425,-0.461
344.45,-0.453
344.475,-0.44
344.5,-0.43
344.525,-0.422
344.55,-0.414
344.575,-0.401
344.6,-0.389
344.625,-0.375
344.65,-0.355
344.675,-0.329
344.7,-0.298
344.725,-0.264
344.75,-0.228
344.775,-0.186
344.8,-0.144
344.825,-0.101
344.85,-0.057
344.875,-0.009
344.9,0.047
344.925,0.089
344.95,0.144
344.975,0.198
345,0.256
345.025,0.312
345.05,0.369
345.075,0.425
345.1,0.477
345.125,0.527
345.15,0.569
345.175,0.616
345.2,0.654
345.225,0.676
345.25,0.702
345.275,0.73
345.3,0.751
345.325,0.751
345.35,0.751
345.375,0.757
345.4,0.757
345.425,0.75
345.45,0.748
345.475,0.736
345.5,0.724
345.525,0.713
345.55,0.697
345.575,0.681
345.6,0.661
345.625,0.637
345.65,0.612
345.675,0.566
345.7,0.526
345.725,0.486
345.75,0.438
345.775,0.397
345.8,0.341
345.825,0.299
345.85,0.267
345.875,0.231
345.9,0.202
345.925,0.178
345.95,0.168
345.975,0.152
346,0.138
346.025,0.121
346.05,0.105
346.075,0.077
346.1,0.043
346.125,0.016
346.15,-0.028
346.175,-0.072
346.2,-0.114
346.225,-0.152
346.25,-0.177
346.275,-0.197
346.3,-0.207
346.325,-0.203
346.35,-0.191
346.375,-0.164
346.4,-0.138
346.425,-0.106
346.45,-0.072
346.475,-0.038
346.5,-0.007
346.525,0.005
346.55,0.013
346.575,0.019
346.6,0.006
346.625,-0.008
346.65,-0.03
346.675,-0.05
346.7,-0.068
346.725,-0.077
346.75,-0.087
346.775,-0.087
346.8,-0.081
346.825,-0.063
346.85,-0.04
346.875,-0.022
346.9,0.008
346.925,0.032
346.95,0.062
346.975,0.085
347,0.113
347.025,0.135
347.05,0.155
347.075,0.183
347.1,0.206
347.125,0.236
347.15,0.264
347.175,0.308
347.2,0.355
347.225,0.403
347.25,0.459
347.275,0.525
347.3,0.599
347.325,0.656
347.35,0.72
347.375,0.794
347.4,0.854
347.425,0.898
347.45,0.937
347.475,0.965
347.5,0.981
347.525,0.985
347.55,0.983
347.575,0.974
347.6,0.962
347.625,0.954
347.65,0.946
347.675,0.944
347.7,0.949
347.725,0.963
347.75,0.979
347.775,1.003
347.8,1.033
347.825,1.058
347.85,1.076
347.875,1.096
347.9,1.104
347.925,1.093
347.95,1.081
347.975,1.051
348,1.017
348.025,0.975
348.05,0.934
348.075,0.876
348.1,0.82
348.125,0.782
348.15,0.742
348.175,0.699
348.2,0.671
348.225,0.645
348.25,0.627
348.275,0.613
348.3,0.608
348.325,0.6
348.35,0.598
348.375,0.596
348.4,0.582
348.425,0.577
348.45,0.561
348.475,0.543
348.5,0.521
348.525,0.503
348.55,0.478
348.575,0.45
348.6,0.416
348.625,0.402
348.65,0.379
348.675,0.355
348.7,0.337
348.725,0.321
348.75,0.301
348.775,0.288
348.8,0.266
348.825,0.25
348.85,0.222
348.875,0.2
348.9,0.161
348.925,0.123
348.95,0.083
348.975,0.039
349,-0.015
349.025,-0.058
349.05,-0.094
349.075,-0.128
349.1,-0.15
349.125,-0.156
349.15,-0.153
349.175,-0.139
349.2,-0.117
349.225,-0.089
349.25,-0.067
349.275,-0.048
349.3,-0.03
349.325,-0.026
349.35,-0.03
349.375,-0.046
349.4,-0.069
349.425,-0.101
349.45,-0.131
349.475,-0.167
349.5,-0.192
349.525,-0.208
349.55,-0.196
349.575,-0.174
349.6,-0.12
349.625,-0.055
349.65,0.023
349.675,0.125
349.7,0.239
349.725,0.341
349.75,0.454
349.775,0.572
