Angle,DRValue,,,é¸îgêî [mm^-1],é¸ä˙ [mm],DRValue [um]_amp
36.95,0.01,,1479,4.108618654,0.243390805,5.68E-05
36.975,0.03,,1480,4.111396625,0.243226351,0.00017766
37,0.05,,1481,4.114174595,0.24306212,8.75E-05
37.025,0.062,,1482,4.116952566,0.242898111,8.38E-05
37.05,0.076,,1483,4.119730537,0.242734322,9.79E-05
37.075,0.094,,1484,4.122508508,0.242570755,0.000154298
37.1,0.104,,1485,4.125286478,0.242407407,5.63E-05
37.125,0.132,,1486,4.128064449,0.24224428,0.000132702
37.15,0.156,,1487,4.13084242,0.242081372,0.000139076
37.175,0.19,,1488,4.13362039,0.241918683,9.65E-05
37.2,0.222,,1489,4.136398361,0.241756212,7.07E-05
37.225,0.257,,1490,4.139176332,0.24159396,5.97E-05
37.25,0.287,,1491,4.141954302,0.241431925,0.000126411
37.275,0.311,,1492,4.144732273,0.241270107,3.88E-05
37.3,0.329,,1493,4.147510244,0.241108506,7.81E-05
37.325,0.335,,1494,4.150288214,0.240947122,1.04E-05
37.35,0.331,,1495,4.153066185,0.240785953,7.59E-05
37.375,0.321,,1496,4.155844156,0.240625,3.39E-05
37.4,0.295,,1497,4.158622127,0.240464262,5.64E-05
37.425,0.265,,1498,4.161400097,0.240303738,2.26E-05
37.45,0.235,,1499,4.164178068,0.240143429,2.86E-05
37.475,0.189,,1500,4.166956039,0.239983333,2.98E-05
37.5,0.143,,1501,4.169734009,0.239823451,7.51E-05
37.525,0.09,,1502,4.17251198,0.239663782,5.14E-05
37.55,0.046,,1503,4.175289951,0.239504325,6.65E-05
37.575,0.004,,1504,4.178067921,0.23934508,2.68E-05
37.6,-0.038,,1505,4.180845892,0.239186047,5.68E-05
37.625,-0.066,,1506,4.183623863,0.239027224,8.52E-05
37.65,-0.096,,1507,4.186401833,0.238868613,7.55E-05
37.675,-0.122,,1508,4.189179804,0.238710212,0.000106906
37.7,-0.142,,1509,4.191957775,0.238552021,4.26E-05
37.725,-0.15,,1510,4.194735746,0.23839404,1.91E-05
37.75,-0.162,,1511,4.197513716,0.238236267,6.96E-05
37.775,-0.174,,1512,4.200291687,0.238078704,2.00E-05
37.8,-0.184,,1513,4.203069658,0.237921348,6.07E-05
37.825,-0.195,,1514,4.205847628,0.237764201,6.33E-05
37.85,-0.211,,1515,4.208625599,0.237607261,4.81E-05
37.875,-0.225,,1516,4.21140357,0.237450528,2.27E-05
37.9,-0.245,,1517,4.21418154,0.237294001,5.51E-05
37.925,-0.273,,1518,4.216959511,0.237137681,4.00E-05
37.95,-0.299,,1519,4.219737482,0.236981567,2.73E-05
37.975,-0.335,,1520,4.222515452,0.236825658,8.19E-05
38,-0.377,,1521,4.225293423,0.236669954,5.43E-05
38.025,-0.419,,1522,4.228071394,0.236514455,9.52E-05
38.05,-0.459,,1523,4.230849365,0.23635916,5.67E-05
38.075,-0.509,,1524,4.233627335,0.236204068,5.45E-05
38.1,-0.561,,1525,4.236405306,0.23604918,4.72E-05
38.125,-0.603,,1526,4.239183277,0.235894495,9.08E-05
38.15,-0.648,,1527,4.241961247,0.235740013,7.43E-05
38.175,-0.694,,1528,4.244739218,0.235585733,4.78E-05
38.2,-0.74,,1529,4.247517189,0.235431655,5.82E-05
38.225,-0.77,,1530,4.250295159,0.235277778,2.79E-05
38.25,-0.796,,1531,4.25307313,0.235124102,1.50E-05
38.275,-0.82,,1532,4.255851101,0.234970627,0.000190408
38.3,-0.84,,1533,4.258629071,0.234817352,1.96E-05
38.325,-0.84,,1534,4.261407042,0.234664276,7.90E-05
38.35,-0.83,,1535,4.264185013,0.234511401,2.21E-05
38.375,-0.822,,1536,4.266962984,0.234358724,4.58E-05
38.4,-0.804,,1537,4.269740954,0.234206246,0.000153877
38.425,-0.786,,1538,4.272518925,0.234053966,0.000101413
38.45,-0.766,,1539,4.275296896,0.233901884,4.00E-05
38.475,-0.735,,1540,4.278074866,0.23375,9.58E-05
38.5,-0.699,,1541,4.280852837,0.233598313,2.55E-05
38.525,-0.673,,1542,4.283630808,0.233446822,4.82E-05
38.55,-0.637,,1543,4.286408778,0.233295528,3.56E-05
38.575,-0.605,,1544,4.289186749,0.23314443,0.000113859
38.6,-0.561,,1545,4.29196472,0.232993528,2.70E-05
38.625,-0.525,,1546,4.29474269,0.23284282,5.60E-05
38.65,-0.497,,1547,4.297520661,0.232692308,0.000144701
38.675,-0.465,,1548,4.300298632,0.23254199,8.08E-05
38.7,-0.431,,1549,4.303076603,0.232391866,4.05E-05
38.725,-0.403,,1550,4.305854573,0.232241935,3.96E-05
38.75,-0.385,,1551,4.308632544,0.232092199,8.08E-05
38.775,-0.363,,1552,4.311410515,0.231942655,4.90E-05
38.8,-0.348,,1553,4.314188485,0.231793303,4.65E-05
38.825,-0.334,,1554,4.316966456,0.231644144,1.39E-05
38.85,-0.326,,1555,4.319744427,0.231495177,2.94E-05
38.875,-0.314,,1556,4.322522397,0.231346401,4.88E-05
38.9,-0.308,,1557,4.325300368,0.231197816,4.81E-05
38.925,-0.298,,1558,4.328078339,0.231049422,5.27E-05
38.95,-0.3,,1559,4.330856309,0.230901219,2.92E-05
38.975,-0.286,,1560,4.33363428,0.230753205,5.00E-05
39,-0.278,,1561,4.336412251,0.230605381,2.04E-05
39.025,-0.26,,1562,4.339190222,0.230457746,4.13E-05
39.05,-0.244,,1563,4.341968192,0.230310301,2.08E-05
39.075,-0.22,,1564,4.344746163,0.230163043,6.61E-05
39.1,-0.188,,1565,4.347524134,0.230015974,5.17E-05
39.125,-0.149,,1566,4.350302104,0.229869093,7.53E-05
39.15,-0.107,,1567,4.353080075,0.229722399,7.96E-05
39.175,-0.057,,1568,4.355858046,0.229575893,9.29E-05
39.2,-0.001,,1569,4.358636016,0.229429573,3.63E-05
39.225,0.049,,1570,4.361413987,0.229283439,8.93E-05
39.25,0.107,,1571,4.364191958,0.229137492,3.39E-05
39.275,0.171,,1572,4.366969928,0.22899173,2.00E-05
39.3,0.241,,1573,4.369747899,0.228846154,7.52E-05
39.325,0.301,,1574,4.37252587,0.228700762,0.000100676
39.35,0.365,,1575,4.375303841,0.228555556,7.03E-05
39.375,0.431,,1576,4.378081811,0.228410533,5.28E-05
39.4,0.505,,1577,4.380859782,0.228265694,4.74E-05
39.425,0.571,,1578,4.383637753,0.228121039,4.45E-05
39.45,0.64,,1579,4.386415723,0.227976567,2.29E-05
39.475,0.702,,1580,4.389193694,0.227832278,6.94E-05
39.5,0.758,,1581,4.391971665,0.227688172,3.29E-05
39.525,0.814,,1582,4.394749635,0.227544248,8.32E-05
39.55,0.844,,1583,4.397527606,0.227400505,3.56E-05
39.575,0.868,,1584,4.400305577,0.227256944,8.85E-05
39.6,0.878,,1585,4.403083547,0.227113565,8.57E-05
39.625,0.874,,1586,4.405861518,0.226970366,6.95E-05
39.65,0.854,,1587,4.408639489,0.226827347,2.98E-05
39.675,0.814,,1588,4.41141746,0.226684509,2.01E-05
39.7,0.768,,1589,4.41419543,0.22654185,4.98E-05
39.725,0.72,,1590,4.416973401,0.226399371,0.000101526
39.75,0.664,,1591,4.419751372,0.226257071,7.72E-05
39.775,0.602,,1592,4.422529342,0.22611495,9.44E-05
39.8,0.537,,1593,4.425307313,0.225973007,6.83E-05
39.825,0.479,,1594,4.428085284,0.225831242,0.000123404
39.85,0.427,,1595,4.430863254,0.225689655,4.46E-05
39.875,0.383,,1596,4.433641225,0.225548246,1.96E-05
39.9,0.341,,1597,4.436419196,0.225407013,5.66E-05
39.925,0.309,,1598,4.439197166,0.225265957,8.60E-05
39.95,0.287,,1599,4.441975137,0.225125078,3.84E-05
39.975,0.277,,1600,4.444753108,0.224984375,7.46E-05
40,0.275,,1601,4.447531079,0.224843848,6.07E-05
40.025,0.267,,1602,4.450309049,0.224703496,3.25E-05
40.05,0.267,,1603,4.45308702,0.224563319,8.48E-05
40.075,0.265,,1604,4.455864991,0.224423317,4.78E-05
40.1,0.263,,1605,4.458642961,0.224283489,0.000139712
40.125,0.259,,1606,4.461420932,0.224143836,6.42E-05
40.15,0.254,,1607,4.464198903,0.224004356,7.58E-05
40.175,0.238,,1608,4.466976873,0.22386505,4.60E-05
40.2,0.222,,1609,4.469754844,0.223725917,8.04E-05
40.225,0.204,,1610,4.472532815,0.223586957,8.06E-05
40.25,0.188,,1611,4.475310785,0.223448169,4.61E-05
40.275,0.162,,1612,4.478088756,0.223309553,5.79E-05
40.3,0.142,,1613,4.480866727,0.22317111,7.17E-05
40.325,0.118,,1614,4.483644698,0.223032838,2.18E-05
40.35,0.098,,1615,4.486422668,0.222894737,3.39E-05
40.375,0.076,,1616,4.489200639,0.222756807,6.48E-05
40.4,0.06,,1617,4.49197861,0.222619048,4.35E-05
40.425,0.04,,1618,4.49475658,0.222481459,4.64E-05
40.45,0.026,,1619,4.497534551,0.22234404,5.74E-05
40.475,-0.002,,1620,4.500312522,0.22220679,0.000185037
40.5,-0.021,,1621,4.503090492,0.22206971,7.68E-05
40.525,-0.043,,1622,4.505868463,0.221932799,5.31E-05
40.55,-0.071,,1623,4.508646434,0.221796057,9.51E-05
40.575,-0.103,,1624,4.511424404,0.221659483,9.32E-05
40.6,-0.143,,1625,4.514202375,0.221523077,5.87E-05
40.625,-0.183,,1626,4.516980346,0.221386839,6.16E-05
40.65,-0.219,,1627,4.519758317,0.221250768,2.67E-05
40.675,-0.263,,1628,4.522536287,0.221114865,7.94E-06
40.7,-0.299,,1629,4.525314258,0.220979128,5.21E-05
40.725,-0.333,,1630,4.528092229,0.220843558,0.000100588
40.75,-0.357,,1631,4.530870199,0.220708155,2.18E-05
40.775,-0.369,,1632,4.53364817,0.220572917,9.04E-05
40.8,-0.379,,1633,4.536426141,0.220437844,2.61E-05
40.825,-0.383,,1634,4.539204111,0.220302938,6.83E-05
40.85,-0.378,,1635,4.541982082,0.220168196,4.73E-05
40.875,-0.366,,1636,4.544760053,0.220033619,8.09E-05
40.9,-0.348,,1637,4.547538023,0.219899206,2.01E-05
40.925,-0.332,,1638,4.550315994,0.219764957,8.23E-05
40.95,-0.314,,1639,4.553093965,0.219630872,0.000144656
40.975,-0.294,,1640,4.555871936,0.219496951,6.18E-05
41,-0.274,,1641,4.558649906,0.219363193,4.84E-05
41.025,-0.254,,1642,4.561427877,0.219229598,5.88E-05
41.05,-0.236,,1643,4.564205848,0.219096166,7.16E-05
41.075,-0.21,,1644,4.566983818,0.218962895,6.17E-05
41.1,-0.19,,1645,4.569761789,0.218829787,1.55E-05
41.125,-0.17,,1646,4.57253976,0.218696841,2.89E-05
41.15,-0.142,,1647,4.57531773,0.218564056,1.61E-05
41.175,-0.126,,1648,4.578095701,0.218431432,4.67E-05
41.2,-0.106,,1649,4.580873672,0.218298969,0.000112422
41.225,-0.093,,1650,4.583651642,0.218166667,4.80E-05
41.25,-0.079,,1651,4.586429613,0.218034525,4.39E-05
41.275,-0.069,,1652,4.589207584,0.217902542,9.22E-05
41.3,-0.057,,1653,4.591985555,0.21777072,1.40E-05
41.325,-0.057,,1654,4.594763525,0.217639057,1.67E-05
41.35,-0.057,,1655,4.597541496,0.217507553,0.000155684
41.375,-0.055,,1656,4.600319467,0.217376208,8.97E-05
41.4,-0.055,,1657,4.603097437,0.217245021,4.20E-05
41.425,-0.045,,1658,4.605875408,0.217113993,6.53E-05
41.45,-0.045,,1659,4.608653379,0.216983122,7.91E-05
41.475,-0.035,,1660,4.611431349,0.21685241,4.53E-05
41.5,-0.021,,1661,4.61420932,0.216721854,2.56E-05
41.525,-0.007,,1662,4.616987291,0.216591456,2.62E-05
41.55,0.007,,1663,4.619765261,0.216461215,1.09E-05
41.575,0.025,,1664,4.622543232,0.21633113,9.24E-05
41.6,0.046,,1665,4.625321203,0.216201201,4.76E-05
41.625,0.064,,1666,4.628099174,0.216071429,7.86E-05
41.65,0.094,,1667,4.630877144,0.215941812,7.32E-05
41.675,0.12,,1668,4.633655115,0.21581235,1.64E-05
41.7,0.142,,1669,4.636433086,0.215683044,1.66E-05
41.725,0.17,,1670,4.639211056,0.215553892,1.78E-05
41.75,0.2,,1671,4.641989027,0.215424895,1.28E-05
41.775,0.236,,1672,4.644766998,0.215296053,5.78E-05
41.8,0.282,,1673,4.647544968,0.215167364,9.27E-05
41.825,0.316,,1674,4.650322939,0.215038829,4.07E-05
41.85,0.35,,1675,4.65310091,0.214910448,1.94E-05
41.875,0.4,,1676,4.65587888,0.21478222,5.75E-05
41.9,0.44,,1677,4.658656851,0.214654144,7.12E-05
41.925,0.48,,1678,4.661434822,0.214526222,6.84E-05
41.95,0.518,,1679,4.664212793,0.214398451,5.51E-05
41.975,0.555,,1680,4.666990763,0.214270833,2.67E-05
42,0.581,,1681,4.669768734,0.214143367,6.07E-05
42.025,0.601,,1682,4.672546705,0.214016052,3.39E-05
42.05,0.613,,1683,4.675324675,0.213888889,3.23E-05
42.075,0.619,,1684,4.678102646,0.213761876,2.31E-05
42.1,0.619,,1685,4.680880617,0.213635015,8.03E-05
42.125,0.609,,1686,4.683658587,0.213508304,5.94E-05
42.15,0.583,,1687,4.686436558,0.213381743,2.13E-05
42.175,0.551,,1688,4.689214529,0.213255332,6.57E-05
42.2,0.505,,1689,4.691992499,0.21312907,2.94E-05
42.225,0.459,,1690,4.69477047,0.213002959,7.49E-05
42.25,0.405,,1691,4.697548441,0.212876996,4.37E-05
42.275,0.331,,1692,4.700326412,0.212751182,8.68E-05
42.3,0.257,,1693,4.703104382,0.212625517,3.51E-05
42.325,0.179,,1694,4.705882353,0.2125,3.42E-05
42.35,0.1,,1695,4.708660324,0.212374631,4.70E-05
42.375,0.022,,1696,4.711438294,0.21224941,2.84E-05
42.4,-0.054,,1697,4.714216265,0.212124337,6.79E-05
42.425,-0.126,,1698,4.716994236,0.211999411,6.48E-05
42.45,-0.192,,1699,4.719772206,0.211874632,5.85E-05
42.475,-0.252,,1700,4.722550177,0.21175,2.08E-05
42.5,-0.302,,1701,4.725328148,0.211625514,2.65E-05
42.525,-0.344,,1702,4.728106118,0.211501175,4.48E-05
42.55,-0.386,,1703,4.730884089,0.211376982,5.90E-05
42.575,-0.414,,1704,4.73366206,0.211252934,6.20E-05
42.6,-0.436,,1705,4.736440031,0.211129032,2.83E-05
42.625,-0.448,,1706,4.739218001,0.211005275,6.98E-05
42.65,-0.46,,1707,4.741995972,0.210881664,2.19E-05
42.675,-0.466,,1708,4.744773943,0.210758197,4.01E-05
42.7,-0.466,,1709,4.747551913,0.210634874,1.88E-05
42.725,-0.472,,1710,4.750329884,0.210511696,1.94E-05
42.75,-0.471,,1711,4.753107855,0.210388662,2.89E-05
42.775,-0.473,,1712,4.755885825,0.210265771,2.60E-05
42.8,-0.483,,1713,4.758663796,0.210143024,3.51E-05
42.825,-0.497,,1714,4.761441767,0.21002042,6.99E-05
42.85,-0.517,,1715,4.764219737,0.209897959,6.86E-05
42.875,-0.539,,1716,4.766997708,0.209775641,2.08E-05
42.9,-0.573,,1717,4.769775679,0.209653465,2.34E-05
42.925,-0.603,,1718,4.77255365,0.209531432,4.60E-05
42.95,-0.647,,1719,4.77533162,0.20940954,1.07E-05
42.975,-0.689,,1720,4.778109591,0.209287791,8.91E-05
43,-0.743,,1721,4.780887562,0.209166182,5.02E-05
43.025,-0.797,,1722,4.783665532,0.209044715,3.64E-05
43.05,-0.847,,1723,4.786443503,0.208923389,6.08E-05
43.075,-0.895,,1724,4.789221474,0.208802204,3.72E-05
43.1,-0.951,,1725,4.791999444,0.208681159,2.04E-05
43.125,-1.011,,1726,4.794777415,0.208560255,1.95E-05
43.15,-1.051,,1727,4.797555386,0.20843949,3.95E-05
43.175,-1.094,,1728,4.800333356,0.208318866,2.04E-05
43.2,-1.126,,1729,4.803111327,0.208198381,2.39E-05
43.225,-1.16,,1730,4.805889298,0.208078035,4.26E-05
43.25,-1.182,,1731,4.808667269,0.207957828,1.53E-05
43.275,-1.2,,1732,4.811445239,0.20783776,7.55E-05
43.3,-1.212,,1733,4.81422321,0.20771783,4.27E-05
43.325,-1.212,,1734,4.817001181,0.207598039,1.21E-05
43.35,-1.206,,1735,4.819779151,0.207478386,6.09E-05
43.375,-1.184,,1736,4.822557122,0.207358871,3.46E-05
43.4,-1.156,,1737,4.825335093,0.207239493,1.36E-05
43.425,-1.124,,1738,4.828113063,0.207120253,6.92E-05
43.45,-1.084,,1739,4.830891034,0.20700115,6.54E-05
43.475,-1.028,,1740,4.833669005,0.206882184,5.16E-05
43.5,-0.968,,1741,4.836446975,0.206763354,6.39E-05
43.525,-0.902,,1742,4.839224946,0.206644661,2.88E-05
43.55,-0.846,,1743,4.842002917,0.206526104,2.57E-05
43.575,-0.787,,1744,4.844780888,0.206407683,7.55E-05
43.6,-0.731,,1745,4.847558858,0.206289398,7.42E-05
43.625,-0.681,,1746,4.850336829,0.206171249,3.20E-05
43.65,-0.641,,1747,4.8531148,0.206053234,4.10E-05
43.675,-0.599,,1748,4.85589277,0.205935355,2.85E-05
43.7,-0.575,,1749,4.858670741,0.20581761,9.05E-05
43.725,-0.561,,1750,4.861448712,0.2057,1.12E-05
43.75,-0.551,,1751,4.864226682,0.205582524,2.02E-05
43.775,-0.545,,1752,4.867004653,0.205465183,6.12E-05
43.8,-0.551,,1753,4.869782624,0.205347975,1.78E-05
43.825,-0.553,,1754,4.872560594,0.205230901,7.61E-05
43.85,-0.571,,1755,4.875338565,0.20511396,2.12E-05
43.875,-0.575,,1756,4.878116536,0.204997153,3.04E-05
43.9,-0.585,,1757,4.880894507,0.204880478,3.53E-05
43.925,-0.593,,1758,4.883672477,0.204763936,2.34E-05
43.95,-0.597,,1759,4.886450448,0.204647527,8.36E-05
43.975,-0.601,,1760,4.889228419,0.20453125,8.57E-06
44,-0.6,,1761,4.892006389,0.204415105,3.42E-05
44.025,-0.596,,1762,4.89478436,0.204299092,5.18E-05
44.05,-0.588,,1763,4.897562331,0.20418321,1.19E-05
44.075,-0.574,,1764,4.900340301,0.20406746,3.70E-05
44.1,-0.56,,1765,4.903118272,0.203951841,7.28E-05
44.125,-0.546,,1766,4.905896243,0.203836353,3.33E-05
44.15,-0.526,,1767,4.908674213,0.203720996,3.87E-05
44.175,-0.498,,1768,4.911452184,0.203605769,4.96E-05
44.2,-0.468,,1769,4.914230155,0.203490673,5.33E-05
44.225,-0.432,,1770,4.917008126,0.203375706,5.44E-05
44.25,-0.392,,1771,4.919786096,0.20326087,4.21E-05
44.275,-0.34,,1772,4.922564067,0.203146163,8.52E-05
44.3,-0.28,,1773,4.925342038,0.203031585,5.29E-05
44.325,-0.21,,1774,4.928120008,0.202917136,3.16E-05
44.35,-0.144,,1775,4.930897979,0.202802817,6.87E-06
44.375,-0.068,,1776,4.93367595,0.202688626,1.55E-05
44.4,0.014,,1777,4.93645392,0.202574564,3.41E-05
44.425,0.084,,1778,4.939231891,0.20246063,3.51E-05
44.45,0.159,,1779,4.942009862,0.202346824,3.74E-05
44.475,0.231,,1780,4.944787832,0.202233146,3.01E-05
44.5,0.287,,1781,4.947565803,0.202119596,3.01E-05
44.525,0.333,,1782,4.950343774,0.202006173,6.23E-05
44.55,0.357,,1783,4.953121745,0.201892877,3.98E-05
44.575,0.373,,1784,4.955899715,0.201779709,2.07E-05
44.6,0.371,,1785,4.958677686,0.201666667,1.74E-05
44.625,0.351,,1786,4.961455657,0.201553751,6.80E-05
44.65,0.313,,1787,4.964233627,0.201440963,2.61E-05
44.675,0.261,,1788,4.967011598,0.2013283,7.78E-06
44.7,0.207,,1789,4.969789569,0.201215763,4.26E-05
44.725,0.139,,1790,4.972567539,0.201103352,1.57E-05
44.75,0.073,,1791,4.97534551,0.200991066,3.39E-05
44.775,0.019,,1792,4.978123481,0.200878906,5.08E-05
44.8,-0.037,,1793,4.980901451,0.200766871,7.01E-06
44.825,-0.067,,1794,4.983679422,0.200654961,2.39E-05
44.85,-0.103,,1795,4.986457393,0.200543175,8.11E-06
44.875,-0.121,,1796,4.989235364,0.200431514,3.92E-05
44.9,-0.124,,1797,4.992013334,0.200319978,5.88E-05
44.925,-0.128,,1798,4.994791305,0.200208565,8.90E-05
44.95,-0.124,,1799,4.997569276,0.200097276,5.42E-05
44.975,-0.112,,1800,5.000347246,0.199986111,1.45E-05
45,-0.094,,1801,5.003125217,0.199875069,1.72E-05
45.025,-0.076,,1802,5.005903188,0.199764151,5.23E-05
45.05,-0.066,,1803,5.008681158,0.199653356,1.90E-05
45.075,-0.05,,1804,5.011459129,0.199542683,3.32E-05
45.1,-0.048,,1805,5.0142371,0.199432133,7.25E-05
45.125,-0.05,,1806,5.01701507,0.199321705,5.94E-05
45.15,-0.058,,1807,5.019793041,0.1992114,3.11E-05
45.175,-0.064,,1808,5.022571012,0.199101217,3.42E-05
45.2,-0.082,,1809,5.025348983,0.198991155,2.24E-05
45.225,-0.086,,1810,5.028126953,0.198881215,4.62E-05
45.25,-0.1,,1811,5.030904924,0.198771397,2.59E-05
45.275,-0.118,,1812,5.033682895,0.1986617,2.69E-05
45.3,-0.132,,1813,5.036460865,0.198552124,3.59E-05
45.325,-0.148,,1814,5.039238836,0.198442668,8.43E-05
45.35,-0.17,,1815,5.042016807,0.198333333,4.26E-05
45.375,-0.195,,1816,5.044794777,0.198224119,1.61E-05
45.4,-0.229,,1817,5.047572748,0.198115025,8.27E-05
45.425,-0.263,,1818,5.050350719,0.198006051,3.96E-05
45.45,-0.307,,1819,5.053128689,0.197897196,3.12E-05
45.475,-0.355,,1820,5.05590666,0.197788462,5.26E-05
45.5,-0.407,,1821,5.058684631,0.197679846,4.78E-05
45.525,-0.459,,1822,5.061462602,0.19757135,4.97E-05
45.55,-0.513,,1823,5.064240572,0.197462973,7.65E-05
45.575,-0.561,,1824,5.067018543,0.197354715,6.04E-05
45.6,-0.597,,1825,5.069796514,0.197246575,2.33E-05
45.625,-0.623,,1826,5.072574484,0.197138554,9.13E-05
45.65,-0.649,,1827,5.075352455,0.197030651,3.83E-05
45.675,-0.651,,1828,5.078130426,0.196922867,4.60E-05
45.7,-0.651,,1829,5.080908396,0.1968152,4.67E-05
45.725,-0.635,,1830,5.083686367,0.19670765,1.47E-05
45.75,-0.607,,1831,5.086464338,0.196600218,1.59E-06
45.775,-0.569,,1832,5.089242308,0.196492904,6.83E-05
45.8,-0.525,,1833,5.092020279,0.196385706,2.27E-05
45.825,-0.485,,1834,5.09479825,0.196278626,3.99E-05
45.85,-0.43,,1835,5.097576221,0.196171662,5.68E-05
45.875,-0.38,,1836,5.100354191,0.196064815,1.31E-05
45.9,-0.322,,1837,5.103132162,0.195958084,2.34E-05
45.925,-0.268,,1838,5.105910133,0.195851469,6.35E-05
45.95,-0.224,,1839,5.108688103,0.19574497,1.50E-05
45.975,-0.166,,1840,5.111466074,0.195638587,3.49E-05
46,-0.122,,1841,5.114244045,0.195532319,2.15E-05
46.025,-0.076,,1842,5.117022015,0.195426167,2.59E-05
46.05,-0.034,,1843,5.119799986,0.19532013,2.71E-05
46.075,0.01,,1844,5.122577957,0.195214208,1.40E-05
46.1,0.048,,1845,5.125355927,0.195108401,3.30E-05
46.125,0.074,,1846,5.128133898,0.195002709,1.23E-05
46.15,0.102,,1847,5.130911869,0.19489713,2.30E-05
46.175,0.122,,1848,5.13368984,0.194791667,2.22E-05
46.2,0.134,,1849,5.13646781,0.194686317,3.36E-05
46.225,0.132,,1850,5.139245781,0.194581081,4.32E-05
46.25,0.126,,1851,5.142023752,0.194475959,4.07E-05
46.275,0.108,,1852,5.144801722,0.19437095,2.11E-05
46.3,0.084,,1853,5.147579693,0.194266055,1.81E-05
46.325,0.056,,1854,5.150357664,0.194161273,2.04E-05
46.35,0.028,,1855,5.153135634,0.194056604,3.65E-05
46.375,0.003,,1856,5.155913605,0.193952047,3.78E-06
46.4,-0.017,,1857,5.158691576,0.193847604,2.54E-05
46.425,-0.031,,1858,5.161469546,0.193743272,5.89E-05
46.45,-0.031,,1859,5.164247517,0.193639053,4.87E-05
46.475,-0.017,,1860,5.167025488,0.193534946,4.56E-05
46.5,0.009,,1861,5.169803459,0.193430951,3.55E-05
46.525,0.039,,1862,5.172581429,0.193327068,3.97E-05
46.55,0.093,,1863,5.1753594,0.193223296,2.50E-05
46.575,0.155,,1864,5.178137371,0.193119635,1.99E-05
46.6,0.233,,1865,5.180915341,0.193016086,2.28E-05
46.625,0.303,,1866,5.183693312,0.192912647,5.28E-05
46.65,0.379,,1867,5.186471283,0.19280932,6.87E-05
46.675,0.467,,1868,5.189249253,0.192706103,3.01E-05
46.7,0.545,,1869,5.192027224,0.192602996,3.97E-05
46.725,0.621,,1870,5.194805195,0.1925,1.87E-05
46.75,0.683,,1871,5.197583165,0.192397114,4.09E-05
46.775,0.741,,1872,5.200361136,0.192294338,4.23E-05
46.8,0.789,,1873,5.203139107,0.192191671,5.84E-05
46.825,0.819,,1874,5.205917078,0.192089114,1.79E-05
46.85,0.853,,1875,5.208695048,0.191986667,1.31E-05
46.875,0.868,,1876,5.211473019,0.191884328,1.56E-05
46.9,0.884,,1877,5.21425099,0.191782099,5.46E-05
46.925,0.888,,1878,5.21702896,0.191679979,2.26E-05
46.95,0.884,,1879,5.219806931,0.191577967,7.08E-05
46.975,0.88,,1880,5.222584902,0.191476064,3.22E-05
47,0.862,,1881,5.225362872,0.191374269,3.16E-05
47.025,0.848,,1882,5.228140843,0.191272582,2.21E-05
47.05,0.838,,1883,5.230918814,0.191171004,4.58E-05
47.075,0.818,,1884,5.233696784,0.191069533,2.92E-05
47.1,0.79,,1885,5.236474755,0.19096817,3.53E-05
47.125,0.764,,1886,5.239252726,0.190866914,4.30E-05
47.15,0.742,,1887,5.242030697,0.190765766,5.08E-05
47.175,0.704,,1888,5.244808667,0.190664725,2.11E-05
47.2,0.668,,1889,5.247586638,0.19056379,1.25E-05
47.225,0.634,,1890,5.250364609,0.190462963,3.95E-05
47.25,0.594,,1891,5.253142579,0.190362242,1.29E-05
47.275,0.556,,1892,5.25592055,0.190261628,2.54E-05
47.3,0.512,,1893,5.258698521,0.19016112,1.91E-05
47.325,0.476,,1894,5.261476491,0.190060718,3.17E-05
47.35,0.444,,1895,5.264254462,0.189960422,2.54E-05
47.375,0.406,,1896,5.267032433,0.189860232,2.81E-05
47.4,0.368,,1897,5.269810404,0.189760148,3.30E-05
47.425,0.343,,1898,5.272588374,0.189660169,5.14E-05
47.45,0.315,,1899,5.275366345,0.189560295,2.07E-05
47.475,0.289,,1900,5.278144316,0.189460526,1.58E-05
47.5,0.269,,1901,5.280922286,0.189360863,4.71E-05
47.525,0.249,,1902,5.283700257,0.189261304,3.48E-05
47.55,0.231,,1903,5.286478228,0.18916185,2.86E-05
47.575,0.215,,1904,5.289256198,0.1890625,8.77E-06
47.6,0.197,,1905,5.292034169,0.188963255,2.11E-05
47.625,0.181,,1906,5.29481214,0.188864113,1.97E-05
47.65,0.159,,1907,5.29759011,0.188765076,5.88E-05
47.675,0.131,,1908,5.300368081,0.188666143,1.74E-05
47.7,0.103,,1909,5.303146052,0.188567313,2.26E-05
47.725,0.071,,1910,5.305924023,0.188468586,2.62E-05
47.75,0.035,,1911,5.308701993,0.188369963,4.76E-05
47.775,-0.011,,1912,5.311479964,0.188271444,5.15E-05
47.8,-0.059,,1913,5.314257935,0.188173027,3.04E-05
47.825,-0.105,,1914,5.317035905,0.188074713,6.08E-05
47.85,-0.155,,1915,5.319813876,0.187976501,6.50E-05
47.875,-0.215,,1916,5.322591847,0.187878392,2.97E-05
47.9,-0.273,,1917,5.325369817,0.187780386,5.44E-05
47.925,-0.335,,1918,5.328147788,0.187682482,2.47E-05
47.95,-0.385,,1919,5.330925759,0.18758468,1.79E-05
47.975,-0.447,,1920,5.333703729,0.187486979,4.78E-05
48,-0.496,,1921,5.3364817,0.187389381,3.18E-05
