Angle,DRValue,,,é¸îgêî [mm^-1],é¸ä˙ [mm],DRValue [um]_amp
123.975,0.228,,4960,13.77873463,0.072575605,5.90E-05
124,0.248,,4961,13.78151261,0.072560976,3.57E-05
124.025,0.268,,4962,13.78429058,0.072546352,1.70E-05
124.05,0.301,,4963,13.78706855,0.072531735,1.86E-05
124.075,0.339,,4964,13.78984652,0.072517123,4.25E-05
124.1,0.383,,4965,13.79262449,0.072502518,1.31E-05
124.125,0.421,,4966,13.79540246,0.072487918,2.37E-05
124.15,0.467,,4967,13.79818043,0.072473324,6.52E-06
124.175,0.511,,4968,13.8009584,0.072458736,1.93E-05
124.2,0.556,,4969,13.80373637,0.072444154,2.75E-05
124.225,0.588,,4970,13.80651434,0.072429577,5.11E-05
124.25,0.61,,4971,13.80929231,0.072415007,2.49E-05
124.275,0.622,,4972,13.81207028,0.072400442,1.10E-05
124.3,0.63,,4973,13.81484825,0.072385884,6.36E-05
124.325,0.625,,4974,13.81762622,0.072371331,4.55E-05
124.35,0.615,,4975,13.82040419,0.072356784,2.21E-05
124.375,0.593,,4976,13.82318217,0.072342243,3.97E-05
124.4,0.571,,4977,13.82596014,0.072327707,5.32E-05
124.425,0.559,,4978,13.82873811,0.072313178,5.78E-05
124.45,0.54,,4979,13.83151608,0.072298654,3.89E-05
124.475,0.526,,4980,13.83429405,0.072284137,4.29E-05
124.5,0.526,,4981,13.83707202,0.072269625,3.85E-05
124.525,0.534,,4982,13.83984999,0.072255118,4.71E-05
124.55,0.548,,4983,13.84262796,0.072240618,2.31E-05
124.575,0.575,,4984,13.84540593,0.072226124,3.06E-05
124.6,0.609,,4985,13.8481839,0.072211635,3.57E-05
124.625,0.651,,4986,13.85096187,0.072197152,2.64E-05
124.65,0.697,,4987,13.85373984,0.072182675,4.73E-05
124.675,0.745,,4988,13.85651781,0.072168204,3.78E-05
124.7,0.79,,4989,13.85929578,0.072153738,4.10E-05
124.725,0.828,,4990,13.86207376,0.072139279,1.07E-05
124.75,0.856,,4991,13.86485173,0.072124825,4.15E-05
124.775,0.876,,4992,13.8676297,0.072110377,5.68E-05
124.8,0.882,,4993,13.87040767,0.072095934,5.60E-05
124.825,0.877,,4994,13.87318564,0.072081498,2.81E-05
124.85,0.853,,4995,13.87596361,0.072067067,2.93E-05
124.875,0.811,,4996,13.87874158,0.072052642,2.31E-05
124.9,0.763,,4997,13.88151955,0.072038223,4.56E-05
124.925,0.709,,4998,13.88429752,0.07202381,4.01E-05
124.95,0.642,,4999,13.88707549,0.072009402,4.90E-05
124.975,0.566,,5000,13.88985346,0.071995,2.62E-05
125,0.474,,5001,13.89263143,0.071980604,4.15E-05
125.025,0.398,,5002,13.8954094,0.071966214,4.70E-05
125.05,0.322,,5003,13.89818737,0.071951829,6.58E-05
125.075,0.241,,5004,13.90096534,0.07193745,1.51E-05
125.1,0.171,,5005,13.90374332,0.071923077,6.04E-05
125.125,0.105,,5006,13.90652129,0.07190871,2.23E-05
125.15,0.059,,5007,13.90929926,0.071894348,4.93E-05
125.175,0.011,,5008,13.91207723,0.071879992,2.29E-06
125.2,-0.024,,5009,13.9148552,0.071865642,2.03E-05
125.225,-0.05,,5010,13.91763317,0.071851297,4.47E-05
125.25,-0.072,,5011,13.92041114,0.071836959,6.28E-05
125.275,-0.082,,5012,13.92318911,0.071822626,6.82E-05
125.3,-0.092,,5013,13.92596708,0.071808298,3.82E-05
125.325,-0.089,,5014,13.92874505,0.071793977,2.29E-05
125.35,-0.083,,5015,13.93152302,0.071779661,8.32E-05
125.375,-0.071,,5016,13.93430099,0.071765351,5.34E-05
125.4,-0.051,,5017,13.93707896,0.071751046,4.39E-05
125.425,-0.019,,5018,13.93985693,0.071736748,7.89E-06
125.45,0.018,,5019,13.94263491,0.071722455,6.22E-05
125.475,0.058,,5020,13.94541288,0.071708167,3.48E-05
125.5,0.112,,5021,13.94819085,0.071693886,3.06E-05
125.525,0.166,,5022,13.95096882,0.07167961,2.11E-05
125.55,0.208,,5023,13.95374679,0.071665339,5.06E-05
125.575,0.259,,5024,13.95652476,0.071651075,4.09E-06
125.6,0.301,,5025,13.95930273,0.071636816,3.38E-05
125.625,0.337,,5026,13.9620807,0.071622563,1.81E-05
125.65,0.357,,5027,13.96485867,0.071608315,5.67E-05
125.675,0.375,,5028,13.96763664,0.071594073,3.31E-05
125.7,0.374,,5029,13.97041461,0.071579837,5.66E-05
125.725,0.376,,5030,13.97319258,0.071565606,2.99E-05
125.75,0.366,,5031,13.97597055,0.071551381,3.71E-05
125.775,0.348,,5032,13.97874852,0.071537162,2.68E-05
125.8,0.334,,5033,13.98152649,0.071522949,3.56E-05
125.825,0.317,,5034,13.98430447,0.071508741,3.45E-05
125.85,0.307,,5035,13.98708244,0.071494538,3.01E-05
125.875,0.301,,5036,13.98986041,0.071480342,5.32E-05
125.9,0.307,,5037,13.99263838,0.07146615,8.44E-06
125.925,0.327,,5038,13.99541635,0.071451965,2.31E-05
125.95,0.352,,5039,13.99819432,0.071437785,2.25E-05
125.975,0.392,,5040,14.00097229,0.071423611,2.45E-05
126,0.44,,5041,14.00375026,0.071409443,1.18E-05
126.025,0.484,,5042,14.00652823,0.07139528,5.09E-05
126.05,0.536,,5043,14.0093062,0.071381122,3.18E-05
126.075,0.587,,5044,14.01208417,0.071366971,3.49E-05
126.1,0.639,,5045,14.01486214,0.071352825,9.34E-05
126.125,0.675,,5046,14.01764011,0.071338684,4.15E-05
126.15,0.703,,5047,14.02041808,0.071324549,6.44E-06
126.175,0.727,,5048,14.02319606,0.07131042,3.19E-05
126.2,0.744,,5049,14.02597403,0.071296296,2.65E-05
126.225,0.76,,5050,14.028752,0.071282178,1.90E-05
126.25,0.77,,5051,14.03152997,0.071268066,6.18E-05
126.275,0.774,,5052,14.03430794,0.071253959,2.10E-05
126.3,0.782,,5053,14.03708591,0.071239858,3.73E-05
126.325,0.789,,5054,14.03986388,0.071225762,3.45E-05
126.35,0.807,,5055,14.04264185,0.071211672,6.65E-05
126.375,0.827,,5056,14.04541982,0.071197587,3.80E-05
126.4,0.853,,5057,14.04819779,0.071183508,1.91E-05
126.425,0.881,,5058,14.05097576,0.071169435,3.84E-05
126.45,0.908,,5059,14.05375373,0.071155367,1.85E-05
126.475,0.946,,5060,14.0565317,0.071141304,1.31E-05
126.5,0.984,,5061,14.05930967,0.071127248,8.14E-05
126.525,1.024,,5062,14.06208764,0.071113196,2.32E-05
126.55,1.066,,5063,14.06486562,0.071099151,2.39E-05
126.575,1.101,,5064,14.06764359,0.071085111,4.77E-05
126.6,1.135,,5065,14.07042156,0.071071076,3.72E-05
126.625,1.161,,5066,14.07319953,0.071057047,1.96E-05
126.65,1.179,,5067,14.0759775,0.071043023,4.42E-05
126.675,1.187,,5068,14.07875547,0.071029006,4.68E-05
126.7,1.184,,5069,14.08153344,0.071014993,2.14E-05
126.725,1.162,,5070,14.08431141,0.071000986,9.51E-06
126.75,1.128,,5071,14.08708938,0.070986985,7.44E-05
126.775,1.074,,5072,14.08986735,0.070972989,4.95E-05
126.8,1.008,,5073,14.09264532,0.070958999,7.62E-05
126.825,0.935,,5074,14.09542329,0.070945014,8.39E-05
126.85,0.857,,5075,14.09820126,0.070931034,5.73E-05
126.875,0.767,,5076,14.10097923,0.070917061,2.54E-05
126.9,0.673,,5077,14.10375721,0.070903092,3.74E-05
126.925,0.606,,5078,14.10653518,0.07088913,1.36E-05
126.95,0.53,,5079,14.10931315,0.070875172,9.84E-05
126.975,0.466,,5080,14.11209112,0.07086122,6.64E-05
127,0.42,,5081,14.11486909,0.070847274,4.54E-05
127.025,0.398,,5082,14.11764706,0.070833333,1.42E-05
127.05,0.391,,5083,14.12042503,0.070819398,3.78E-05
127.075,0.401,,5084,14.123203,0.070805468,9.25E-05
127.1,0.421,,5085,14.12598097,0.070791544,1.81E-05
127.125,0.457,,5086,14.12875894,0.070777625,5.13E-05
127.15,0.491,,5087,14.13153691,0.070763711,1.51E-05
127.175,0.528,,5088,14.13431488,0.070749803,2.02E-05
127.2,0.546,,5089,14.13709285,0.070735901,2.51E-05
127.225,0.556,,5090,14.13987082,0.070722004,5.16E-05
127.25,0.548,,5091,14.1426488,0.070708112,8.48E-06
127.275,0.518,,5092,14.14542677,0.070694226,3.28E-05
127.3,0.461,,5093,14.14820474,0.070680346,8.08E-05
127.325,0.401,,5094,14.15098271,0.07066647,2.33E-05
127.35,0.313,,5095,14.15376068,0.070652601,6.43E-06
127.375,0.213,,5096,14.15653865,0.070638736,6.84E-05
127.4,0.095,,5097,14.15931662,0.070624877,6.50E-05
127.425,-0.016,,5098,14.16209459,0.070611024,4.57E-05
127.45,-0.124,,5099,14.16487256,0.070597176,4.62E-05
127.475,-0.242,,5100,14.16765053,0.070583333,2.54E-05
127.5,-0.34,,5101,14.1704285,0.070569496,1.32E-05
127.525,-0.426,,5102,14.17320647,0.070555664,7.32E-06
127.55,-0.499,,5103,14.17598444,0.070541838,5.57E-05
127.575,-0.567,,5104,14.17876241,0.070528017,6.66E-05
127.6,-0.611,,5105,14.18154038,0.070514202,4.09E-05
127.625,-0.649,,5106,14.18431836,0.070500392,3.88E-05
127.65,-0.681,,5107,14.18709633,0.070486587,3.75E-05
127.675,-0.708,,5108,14.1898743,0.070472788,1.57E-05
127.7,-0.732,,5109,14.19265227,0.070458994,8.77E-06
127.725,-0.746,,5110,14.19543024,0.070445205,2.93E-05
127.75,-0.762,,5111,14.19820821,0.070431422,4.63E-05
127.775,-0.78,,5112,14.20098618,0.070417645,2.45E-05
127.8,-0.801,,5113,14.20376415,0.070403872,3.67E-05
127.825,-0.813,,5114,14.20654212,0.070390106,3.55E-05
127.85,-0.833,,5115,14.20932009,0.070376344,1.43E-05
127.875,-0.855,,5116,14.21209806,0.070362588,4.31E-05
127.9,-0.875,,5117,14.21487603,0.070348837,1.22E-05
127.925,-0.894,,5118,14.217654,0.070335092,4.44E-05
127.95,-0.906,,5119,14.22043197,0.070321352,2.92E-05
127.975,-0.924,,5120,14.22320995,0.070307617,2.70E-05
128,-0.932,,5121,14.22598792,0.070293888,3.35E-05
128.025,-0.93,,5122,14.22876589,0.070280164,4.40E-05
128.05,-0.925,,5123,14.23154386,0.070266445,1.66E-05
128.075,-0.913,,5124,14.23432183,0.070252732,3.79E-05
128.1,-0.895,,5125,14.2370998,0.070239024,3.08E-05
128.125,-0.875,,5126,14.23987777,0.070225322,4.54E-05
128.15,-0.841,,5127,14.24265574,0.070211625,4.62E-05
128.175,-0.814,,5128,14.24543371,0.070197933,4.30E-05
128.2,-0.766,,5129,14.24821168,0.070184246,4.28E-05
128.225,-0.738,,5130,14.25098965,0.070170565,6.25E-06
128.25,-0.702,,5131,14.25376762,0.070156889,3.32E-06
128.275,-0.658,,5132,14.25654559,0.070143219,6.56E-05
128.3,-0.635,,5133,14.25932356,0.070129554,4.71E-05
128.325,-0.603,,5134,14.26210153,0.070115894,2.99E-05
128.35,-0.579,,5135,14.26487951,0.07010224,7.04E-05
128.375,-0.553,,5136,14.26765748,0.07008859,8.26E-06
128.4,-0.53,,5137,14.27043545,0.070074946,3.40E-05
128.425,-0.502,,5138,14.27321342,0.070061308,1.13E-05
128.45,-0.482,,5139,14.27599139,0.070047675,4.98E-05
128.475,-0.446,,5140,14.27876936,0.070034047,6.68E-05
128.5,-0.412,,5141,14.28154733,0.070020424,4.09E-05
128.525,-0.381,,5142,14.2843253,0.070006807,1.32E-05
128.55,-0.343,,5143,14.28710327,0.069993195,1.61E-05
128.575,-0.301,,5144,14.28988124,0.069979588,3.73E-05
128.6,-0.255,,5145,14.29265921,0.069965986,6.54E-05
128.625,-0.211,,5146,14.29543718,0.06995239,5.49E-05
128.65,-0.168,,5147,14.29821515,0.069938799,1.37E-05
128.675,-0.13,,5148,14.30099312,0.069925214,1.44E-05
128.7,-0.092,,5149,14.3037711,0.069911633,9.01E-06
128.725,-0.054,,5150,14.30654907,0.069898058,2.94E-05
128.75,-0.034,,5151,14.30932704,0.069884488,7.76E-05
128.775,-0.005,,5152,14.31210501,0.069870924,2.02E-05
128.8,0.023,,5153,14.31488298,0.069857365,1.71E-05
128.825,0.043,,5154,14.31766095,0.069843811,2.21E-05
128.85,0.061,,5155,14.32043892,0.069830262,2.18E-05
128.875,0.087,,5156,14.32321689,0.069816718,1.76E-05
128.9,0.116,,5157,14.32599486,0.06980318,3.68E-05
128.925,0.14,,5158,14.32877283,0.069789647,4.18E-05
128.95,0.178,,5159,14.3315508,0.069776119,0.000109043
128.975,0.214,,5160,14.33432877,0.069762597,6.00E-06
129,0.26,,5161,14.33710674,0.06974908,4.94E-05
129.025,0.301,,5162,14.33988471,0.069735568,2.62E-05
129.05,0.347,,5163,14.34266268,0.069722061,4.46E-05
129.075,0.399,,5164,14.34544066,0.069708559,4.03E-05
129.1,0.441,,5165,14.34821863,0.069695063,2.32E-05
129.125,0.493,,5166,14.3509966,0.069681572,5.73E-05
129.15,0.532,,5167,14.35377457,0.069668086,9.19E-05
129.175,0.568,,5168,14.35655254,0.069654605,3.39E-05
129.2,0.598,,5169,14.35933051,0.06964113,3.57E-05
129.225,0.618,,5170,14.36210848,0.06962766,3.17E-05
129.25,0.638,,5171,14.36488645,0.069614195,3.52E-05
129.275,0.651,,5172,14.36766442,0.069600735,4.30E-05
129.3,0.663,,5173,14.37044239,0.06958728,7.10E-05
129.325,0.665,,5174,14.37322036,0.069573831,1.78E-05
129.35,0.673,,5175,14.37599833,0.069560386,2.57E-05
129.375,0.673,,5176,14.3787763,0.069546947,4.43E-06
129.4,0.678,,5177,14.38155427,0.069533514,1.64E-05
129.425,0.682,,5178,14.38433225,0.069520085,2.09E-05
129.45,0.682,,5179,14.38711022,0.069506662,2.57E-05
129.475,0.69,,5180,14.38988819,0.069493243,4.12E-05
129.5,0.699,,5181,14.39266616,0.06947983,3.41E-05
129.525,0.705,,5182,14.39544413,0.069466422,2.99E-05
129.55,0.717,,5183,14.3982221,0.069453019,5.00E-05
129.575,0.727,,5184,14.40100007,0.069439622,2.85E-05
129.6,0.731,,5185,14.40377804,0.06942623,3.35E-05
129.625,0.73,,5186,14.40655601,0.069412842,5.73E-05
129.65,0.718,,5187,14.40933398,0.06939946,6.28E-05
129.675,0.708,,5188,14.41211195,0.069386083,2.60E-05
129.7,0.684,,5189,14.41488992,0.069372712,4.37E-05
129.725,0.656,,5190,14.41766789,0.069359345,8.79E-05
129.75,0.605,,5191,14.42044586,0.069345983,5.39E-05
129.775,0.563,,5192,14.42322383,0.069332627,1.53E-05
129.8,0.499,,5193,14.42600181,0.069319276,5.12E-05
129.825,0.443,,5194,14.42877978,0.06930593,3.24E-05
129.85,0.379,,5195,14.43155775,0.069292589,2.97E-05
129.875,0.312,,5196,14.43433572,0.069279253,2.08E-05
129.9,0.246,,5197,14.43711369,0.069265923,1.77E-05
129.925,0.184,,5198,14.43989166,0.069252597,2.41E-05
129.95,0.13,,5199,14.44266963,0.069239277,2.22E-05
129.975,0.07,,5200,14.4454476,0.069225962,7.14E-05
130,0.027,,5201,14.44822557,0.069212651,5.45E-05
130.025,-0.011,,5202,14.45100354,0.069199346,8.02E-06
130.05,-0.047,,5203,14.45378151,0.069186047,1.16E-05
130.075,-0.073,,5204,14.45655948,0.069172752,2.92E-05
130.1,-0.103,,5205,14.45933745,0.069159462,3.22E-05
130.125,-0.118,,5206,14.46211542,0.069146177,5.17E-05
130.15,-0.132,,5207,14.4648934,0.069132898,4.26E-05
130.175,-0.142,,5208,14.46767137,0.069119624,3.95E-05
130.2,-0.14,,5209,14.47044934,0.069106354,5.49E-05
130.225,-0.149,,5210,14.47322731,0.06909309,1.19E-05
130.25,-0.139,,5211,14.47600528,0.069079831,4.10E-05
130.275,-0.125,,5212,14.47878325,0.069066577,4.84E-05
130.3,-0.119,,5213,14.48156122,0.069053328,5.89E-05
130.325,-0.105,,5214,14.48433919,0.069040084,3.27E-05
130.35,-0.094,,5215,14.48711716,0.069026846,4.11E-05
130.375,-0.078,,5216,14.48989513,0.069013612,3.50E-05
130.4,-0.068,,5217,14.4926731,0.069000383,6.58E-05
130.425,-0.058,,5218,14.49545107,0.06898716,5.69E-05
130.45,-0.058,,5219,14.49822904,0.068973941,2.89E-05
130.475,-0.057,,5220,14.50100701,0.068960728,2.09E-05
130.5,-0.069,,5221,14.50378499,0.06894752,1.69E-05
130.525,-0.077,,5222,14.50656296,0.068934316,1.82E-05
130.55,-0.089,,5223,14.50934093,0.068921118,4.40E-05
130.575,-0.111,,5224,14.5121189,0.068907925,1.56E-05
130.6,-0.14,,5225,14.51489687,0.068894737,1.51E-05
130.625,-0.168,,5226,14.51767484,0.068881554,2.00E-05
130.65,-0.206,,5227,14.52045281,0.068868376,1.56E-05
130.675,-0.24,,5228,14.52323078,0.068855203,4.83E-05
130.7,-0.28,,5229,14.52600875,0.068842035,2.43E-05
130.725,-0.313,,5230,14.52878672,0.068828872,1.63E-05
130.75,-0.351,,5231,14.53156469,0.068815714,4.03E-05
130.775,-0.379,,5232,14.53434266,0.068802561,3.68E-05
130.8,-0.397,,5233,14.53712063,0.068789413,1.88E-05
130.825,-0.405,,5234,14.5398986,0.068776271,1.47E-05
130.85,-0.404,,5235,14.54267657,0.068763133,3.60E-06
130.875,-0.4,,5236,14.54545455,0.06875,2.92E-05
130.9,-0.382,,5237,14.54823252,0.068736872,5.13E-05
130.925,-0.36,,5238,14.55101049,0.06872375,1.81E-05
130.95,-0.323,,5239,14.55378846,0.068710632,2.51E-05
130.975,-0.277,,5240,14.55656643,0.068697519,4.46E-05
131,-0.221,,5241,14.5593444,0.068684411,4.46E-05
131.025,-0.165,,5242,14.56212237,0.068671309,3.50E-05
131.05,-0.107,,5243,14.56490034,0.068658211,1.83E-05
131.075,-0.032,,5244,14.56767831,0.068645118,2.84E-05
131.1,0.036,,5245,14.57045628,0.068632031,4.58E-05
131.125,0.108,,5246,14.57323425,0.068618948,3.95E-05
131.15,0.178,,5247,14.57601222,0.06860587,1.97E-05
131.175,0.242,,5248,14.57879019,0.068592797,4.26E-05
131.2,0.299,,5249,14.58156816,0.068579729,3.94E-05
131.225,0.349,,5250,14.58434614,0.068566667,4.80E-05
131.25,0.397,,5251,14.58712411,0.068553609,4.15E-05
131.275,0.449,,5252,14.58990208,0.068540556,3.07E-05
131.3,0.499,,5253,14.59268005,0.068527508,3.31E-05
131.325,0.542,,5254,14.59545802,0.068514465,6.41E-05
131.35,0.588,,5255,14.59823599,0.068501427,5.31E-05
131.375,0.638,,5256,14.60101396,0.068488394,5.15E-05
131.4,0.7,,5257,14.60379193,0.068475366,7.95E-05
131.425,0.748,,5258,14.6065699,0.068462343,3.27E-05
131.45,0.803,,5259,14.60934787,0.068449325,2.10E-05
131.475,0.859,,5260,14.61212584,0.068436312,3.25E-05
131.5,0.917,,5261,14.61490381,0.068423304,5.69E-05
131.525,0.959,,5262,14.61768178,0.0684103,5.08E-05
131.55,0.991,,5263,14.62045975,0.068397302,3.17E-05
131.575,1.018,,5264,14.62323772,0.068384309,5.85E-05
131.6,1.026,,5265,14.6260157,0.06837132,9.07E-06
131.625,1.018,,5266,14.62879367,0.068358336,3.96E-05
131.65,1.006,,5267,14.63157164,0.068345358,3.12E-05
131.675,0.977,,5268,14.63434961,0.068332384,5.51E-05
131.7,0.939,,5269,14.63712758,0.068319415,4.73E-05
131.725,0.897,,5270,14.63990555,0.068306452,1.77E-05
131.75,0.849,,5271,14.64268352,0.068293493,2.24E-05
131.775,0.799,,5272,14.64546149,0.068280539,5.55E-05
131.8,0.742,,5273,14.64823946,0.06826759,1.90E-05
131.825,0.696,,5274,14.65101743,0.068254645,1.87E-05
131.85,0.656,,5275,14.6537954,0.068241706,5.22E-05
131.875,0.616,,5276,14.65657337,0.068228772,5.13E-05
131.9,0.594,,5277,14.65935134,0.068215842,4.22E-05
131.925,0.581,,5278,14.66212931,0.068202918,4.09E-05
131.95,0.577,,5279,14.66490729,0.068189998,8.21E-06
131.975,0.575,,5280,14.66768526,0.068177083,3.40E-05
132,0.583,,5281,14.67046323,0.068164173,4.55E-05
132.025,0.603,,5282,14.6732412,0.068151268,2.82E-05
132.05,0.618,,5283,14.67601917,0.068138368,6.73E-06
132.075,0.638,,5284,14.67879714,0.068125473,6.02E-05
132.1,0.666,,5285,14.68157511,0.068112583,2.35E-05
132.125,0.688,,5286,14.68435308,0.068099697,5.27E-05
132.15,0.715,,5287,14.68713105,0.068086817,2.98E-05
132.175,0.741,,5288,14.68990902,0.068073941,1.91E-06
132.2,0.767,,5289,14.69268699,0.06806107,2.24E-05
132.225,0.785,,5290,14.69546496,0.068048204,2.03E-05
132.25,0.793,,5291,14.69824293,0.068035343,2.45E-05
132.275,0.798,,5292,14.7010209,0.068022487,7.51E-05
132.3,0.794,,5293,14.70379887,0.068009635,3.58E-06
132.325,0.778,,5294,14.70657685,0.067996789,2.79E-05
132.35,0.748,,5295,14.70935482,0.067983947,4.49E-05
132.375,0.702,,5296,14.71213279,0.06797111,3.23E-05
132.4,0.653,,5297,14.71491076,0.067958278,3.10E-05
132.425,0.595,,5298,14.71768873,0.067945451,3.81E-05
132.45,0.527,,5299,14.7204667,0.067932629,2.71E-05
132.475,0.459,,5300,14.72324467,0.067919811,4.47E-05
132.5,0.375,,5301,14.72602264,0.067906999,3.06E-05
132.525,0.31,,5302,14.72880061,0.067894191,2.68E-05
132.55,0.244,,5303,14.73157858,0.067881388,1.06E-05
132.575,0.188,,5304,14.73435655,0.06786859,3.72E-05
132.6,0.132,,5305,14.73713452,0.067855796,6.24E-05
132.625,0.09,,5306,14.73991249,0.067843008,5.02E-05
132.65,0.065,,5307,14.74269046,0.067830224,1.34E-05
132.675,0.045,,5308,14.74546844,0.067817445,5.70E-05
132.7,0.043,,5309,14.74824641,0.067804671,1.27E-05
132.725,0.051,,5310,14.75102438,0.067791902,1.47E-05
132.75,0.066,,5311,14.75380235,0.067779138,4.75E-05
132.775,0.088,,5312,14.75658032,0.067766378,3.34E-05
132.8,0.118,,5313,14.75935829,0.067753623,1.30E-05
132.825,0.146,,5314,14.76213626,0.067740873,4.35E-05
132.85,0.176,,5315,14.76491423,0.067728128,6.93E-05
132.875,0.191,,5316,14.7676922,0.067715388,1.44E-05
132.9,0.209,,5317,14.77047017,0.067702652,7.24E-06
132.925,0.211,,5318,14.77324814,0.067689921,2.87E-05
132.95,0.211,,5319,14.77602611,0.067677195,2.40E-05
132.975,0.205,,5320,14.77880408,0.067664474,1.52E-05
133,0.176,,5321,14.78158205,0.067651757,2.94E-05
133.025,0.158,,5322,14.78436003,0.067639045,2.88E-05
133.05,0.134,,5323,14.787138,0.067626339,3.20E-05
133.075,0.108,,5324,14.78991597,0.067613636,3.29E-05
133.1,0.082,,5325,14.79269394,0.067600939,8.48E-06
133.125,0.069,,5326,14.79547191,0.067588246,2.98E-05
133.15,0.061,,5327,14.79824988,0.067575558,2.09E-05
133.175,0.063,,5328,14.80102785,0.067562875,1.57E-05
133.2,0.079,,5329,14.80380582,0.067550197,5.31E-05
133.225,0.104,,5330,14.80658379,0.067537523,5.58E-06
133.25,0.134,,5331,14.80936176,0.067524855,7.75E-06
133.275,0.172,,5332,14.81213973,0.067512191,1.69E-05
133.3,0.224,,5333,14.8149177,0.067499531,3.65E-06
133.325,0.256,,5334,14.81769567,0.067486877,3.57E-05
133.35,0.299,,5335,14.82047364,0.067474227,2.64E-05
133.375,0.339,,5336,14.82325161,0.067461582,1.17E-05
133.4,0.369,,5337,14.82602959,0.067448941,2.70E-05
133.425,0.393,,5338,14.82880756,0.067436306,5.91E-05
133.45,0.403,,5339,14.83158553,0.067423675,2.41E-05
133.475,0.4,,5340,14.8343635,0.067411049,5.02E-05
133.5,0.4,,5341,14.83714147,0.067398427,5.00E-05
133.525,0.382,,5342,14.83991944,0.067385811,3.48E-05
133.55,0.376,,5343,14.84269741,0.067373199,3.45E-05
133.575,0.362,,5344,14.84547538,0.067360591,6.18E-05
133.6,0.355,,5345,14.84825335,0.067347989,1.80E-05
133.625,0.347,,5346,14.85103132,0.067335391,1.53E-05
133.65,0.353,,5347,14.85380929,0.067322798,4.09E-05
133.675,0.361,,5348,14.85658726,0.067310209,2.70E-05
133.7,0.374,,5349,14.85936523,0.067297626,3.30E-05
133.725,0.394,,5350,14.8621432,0.067285047,4.35E-05
133.75,0.426,,5351,14.86492118,0.067272472,7.63E-05
133.775,0.454,,5352,14.86769915,0.067259903,3.16E-05
133.8,0.492,,5353,14.87047712,0.067247338,4.88E-05
133.825,0.515,,5354,14.87325509,0.067234778,4.08E-05
133.85,0.547,,5355,14.87603306,0.067222222,2.09E-05
133.875,0.577,,5356,14.87881103,0.067209671,7.81E-05
133.9,0.599,,5357,14.881589,0.067197125,4.30E-06
133.925,0.621,,5358,14.88436697,0.067184584,4.38E-05
133.95,0.626,,5359,14.88714494,0.067172047,2.16E-05
133.975,0.638,,5360,14.88992291,0.067159515,1.70E-05
134,0.638,,5361,14.89270088,0.067146988,8.69E-05
134.025,0.634,,5362,14.89547885,0.067134465,4.22E-05
134.05,0.63,,5363,14.89825682,0.067121947,5.11E-05
134.075,0.621,,5364,14.90103479,0.067109433,3.21E-05
134.1,0.609,,5365,14.90381276,0.067096925,2.51E-05
134.125,0.603,,5366,14.90659074,0.06708442,6.73E-05
134.15,0.597,,5367,14.90936871,0.067071921,4.10E-05
134.175,0.594,,5368,14.91214668,0.067059426,2.64E-05
134.2,0.59,,5369,14.91492465,0.067046936,4.78E-05
134.225,0.59,,5370,14.91770262,0.067034451,3.35E-05
134.25,0.582,,5371,14.92048059,0.06702197,1.49E-05
134.275,0.586,,5372,14.92325856,0.067009494,4.69E-05
134.3,0.591,,5373,14.92603653,0.066997022,2.30E-05
134.325,0.589,,5374,14.9288145,0.066984555,2.58E-05
134.35,0.585,,5375,14.93159247,0.066972093,2.72E-05
134.375,0.591,,5376,14.93437044,0.066959635,1.67E-05
134.4,0.583,,5377,14.93714841,0.066947182,5.60E-05
134.425,0.572,,5378,14.93992638,0.066934734,2.09E-05
134.45,0.564,,5379,14.94270435,0.06692229,5.05E-05
134.475,0.546,,5380,14.94548233,0.066909851,2.14E-05
134.5,0.526,,5381,14.9482603,0.066897417,4.02E-05
134.525,0.5,,5382,14.95103827,0.066884987,4.02E-05
134.55,0.481,,5383,14.95381624,0.066872562,2.41E-05
134.575,0.449,,5384,14.95659421,0.066860141,1.99E-05
134.6,0.415,,5385,14.95937218,0.066847725,2.17E-05
134.625,0.381,,5386,14.96215015,0.066835314,1.72E-05
134.65,0.346,,5387,14.96492812,0.066822907,4.96E-05
134.675,0.306,,5388,14.96770609,0.066810505,2.35E-05
134.7,0.262,,5389,14.97048406,0.066798107,4.24E-05
134.725,0.218,,5390,14.97326203,0.066785714,4.92E-05
134.75,0.178,,5391,14.97604,0.066773326,1.74E-05
134.775,0.133,,5392,14.97881797,0.066760942,2.09E-05
134.8,0.083,,5393,14.98159594,0.066748563,4.69E-05
134.825,0.045,,5394,14.98437391,0.066736188,4.89E-05
134.85,0.011,,5395,14.98715189,0.066723818,3.99E-05
134.875,-0.031,,5396,14.98992986,0.066711453,5.50E-05
134.9,-0.06,,5397,14.99270783,0.066699092,5.18E-05
134.925,-0.084,,5398,14.9954858,0.066686736,2.40E-05
134.95,-0.112,,5399,14.99826377,0.066674384,1.53E-05
134.975,-0.134,,5400,15.00104174,0.066662037,2.27E-05
135,-0.154,,5401,15.00381971,0.066649695,1.66E-05
135.025,-0.179,,5402,15.00659768,0.066637357,2.43E-05
135.05,-0.197,,5403,15.00937565,0.066625023,1.94E-05
135.075,-0.221,,5404,15.01215362,0.066612694,6.06E-05
135.1,-0.245,,5405,15.01493159,0.06660037,2.35E-05
135.125,-0.276,,5406,15.01770956,0.06658805,3.59E-05
